Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
perkDeadEyeRank3LongDesc,progression,perk Per,,,"You are now a marksman and can hold your own. Rifles deal 30% more damage, aim 32% faster, reload 26% faster, and use 10% less stamina while aiming down the sights.\nKill Streak: Successive kills increase damage bonus by 10%, 20% to a maximum of 30%.",,,,,,,,,,,,,,,
perkDeadEyeRank4LongDesc,progression,perk Per,,,"You are now a sharpshooter. Rifles deal 40% more damage, aim 45% faster, reload 33% faster, and use 20% less stamina while aiming down the sights.\nKill Streak: Successive kills increase damage bonus by 20%, 30% to a maximum of 40%.",,,,,,,,,,,,,,,
perkDeadEyeRank5LongDesc,progression,perk Per,,,"Dead Eye: Through all the hard training and countless shooting, you are now a dead eye sniper. Rifles deal 50% more damage, aim 60% faster, reload 40% faster, and use 30% less stamina while aiming down the sights.\nKill Streak: Successive kills increase damage bonus by 30%, 40% up to a maximum of 50%.",,,,,,,,,,,,,,,

perkPackMuleRank1LongDesc,progression,perk Str,,,"Who has time to organize their stuff perfectly? Carry four more items without being encumbered.",,,,,,,,,,,,,
perkPackMuleRank2LongDesc,progression,perk Str,,,"You know it's in there somewhere. Carry an additional four more items without being encumbered.",,,,,,,,,,,,,

perkGunslingerRank1LongDesc,progression,perk Agi,,,"You're no Ned Kelly but you're better than the average drifter. Handguns deal 10% more damage, 5% faster fire rate, and 15% faster reload with handguns.\nFind more handguns, parts, and 9mm ammo in loot.",,,,,,,,,,,,,
perkGunslingerRank2LongDesc,progression,perk Agi,,,"You are making a name for yourself, outlaw. Handguns deal 20% more damage, 10% faster fire rate, and reload 22.5% faster with handguns.\nFind more handguns, parts, and 9mm ammo in loot.",,,,,,,,,,,,,
perkGunslingerRank3LongDesc,progression,perk Agi,,,"You can keep most situations under control, bushranger. Handguns deal 30% more damage, 15% faster fire rate, and reload 30% faster. Critical Damage: 5 successive hits in a short time cause critical damage.\nFind more handguns, parts, and 9mm ammo in loot.",,,,,,,,,,,,,
perkGunslingerRank4LongDesc,progression,perk Agi,,,"You're now a gunfighter and can clear out a pub full of rowdy bastards at the drop of a hat. Handguns deal 40% more damage, 20% faster fire rate, and reload 37.5% faster. Critical Damage: 4 successive hits in a short time cause the last shot to do 100% extra damage.\nFind more handguns, parts, and 9mm ammo in loot.",,,,,,,,,,,,,
perkGunslingerRank5LongDesc,progression,perk Agi,,,"You are the fastest gunslinger in the Outback. Handguns deal 50% more damage, 25% faster fire rate, and 45% faster reload with handguns. Critical Damage: 3 successive hits in a short time cause the last shot to do 100% extra damage.\nFind more handguns, parts, and 9mm ammo in loot.",,,,,,,,,,,,,

perkBoomstickRank1LongDesc,progression,perk Str,,,"Maybe your aim isn't so good or you just like doing a lot of damage up close and personal. Either way a hobo with a shotgun is not to be messed with. Shotguns deal 10% more damage, 10% faster fire rate, and 20% faster reload. Stun enemies for 6 seconds.\nIncreases chance to dismember by 5%.",,,,,,,,,,,,,
perkBoomstickRank2LongDesc,progression,perk Str,,,"Roaming the Outback as a nomad has improved your abilities with shotguns. Shotguns deal 20% more damage, 20% faster fire rate, and 30% faster reload.\nIncreases chance to dismember by 10%.",,,,,,,,,,,,,
perkBoomstickRank3LongDesc,progression,perk Str,,,"If shotgun meets were still a thing, you'd be hitting those clay ducks and be considered a shotgun pro. Shotguns deal 30% more damage, 30% faster fire rate, and 40% faster reload. Stun enemies for 8 seconds.",,,,,,,,,,,,,
perkBoomstickRank4LongDesc,progression,perk Str,,,"You are now very deadly with a shotgun and considered a shotgun master and master of the shotgun. Shotguns deal 40% more damage, 40% faster fire rate, and 50% faster reload.",,,,,,,,,,,,,
perkBoomstickRank5LongDesc,progression,perk Str,,,"You've ascended to the legendary status of Shotgun Messiah, as you are the last thing they see before meeting their maker. Shotguns deal 50% more damage, 50% faster fire rate, and a 60% faster reload.\nLegs shots cripple opponents.",,,,,,,,,,,,,

perkTechJunkie5RepulsorLongDesc,progression,perk  book,,,"Stun Repulsor Mod: Craft a stun repulsor mod for stun batons or steel spears and send zombies flying on the charged hit.",,,,,,,,,,,,,

perkLockPickingName,progression,perk Per,,,Outback Lockpicking,,,,,,,,,,,,,
perkLockPickingRank1Desc,progression,perk Per,,,Pick Pal,,,,,,,,,,,,,
perkLockPickingRank1LongDesc,progression,perk Per,,,"Pick Pal. You are starting to make a name for yourself. You can pick locks 33% faster and have a 25% lower chance to break lockpicks.",,,,,,,,,,,,,
perkLockPickingRank2Desc,progression,perk Per,,,Reserve Bank Lock Smith,,,,,,,,,,,,,
perkLockPickingRank2LongDesc,progression,perk Per,,,"You are now a Reserve Bank lock smith and few locks will keep you out. You can pick locks 66% faster and have a 50% lower chance to break lockpicks.",,,,,,,,,,,,,
perkLockPickingRank3Desc,progression,perk Per,,,Safe Cracker,,,,,,,,,,,,,
perkLockPickingRank3LongDesc,progression,perk Per,,,"You are now a world class safe cracker. Pick locks 100% faster and have a 75% lower chance to break lockpicks.",,,,,,,,,,,,,

perkHighOctaneExperienceDesc,progression,perk Int,,,This skill allows players to guzzle XP at a faster rate. Don't guzzle too much at once...,,,,,,,,,,,,,
perkHighOctaneExperienceName,progression,perk Int,,,High-Octane Experience,,,,,,,,,,,,,
perkHighOctaneExperienceRank1Desc,progression,perk Int,,,Cattle Dog,,,,,,,,,,,,,
perkHighOctaneExperienceRank1LongDesc,progression,perk Int,,,"You can pretty much go the distance. Gain +30% XP.",,,,,,,,,,,,,
perkHighOctaneExperienceRank2Desc,progression,perk Int,,,Gyro Captain,,,,,,,,,,,,,
perkHighOctaneExperienceRank2LongDesc,progression,perk Int,,,"You're starting to know your way around, and can usually get what you're looking for. Gain +60% XP.",,,,,,,,,,,,,
perkHighOctaneExperienceRank3Desc,progression,perk Int,,,Supercharged V8,,,,,,,,,,,,,
perkHighOctaneExperienceRank3LongDesc,progression,perk Int,,,"When the action begins, you can move like a rocket. Gain +90% XP.",,,,,,,,,,,,,
perkHighOctaneExperienceRank4Desc,progression,perk Int,,,Prime Mover,,,,,,,,,,,,,
perkHighOctaneExperienceRank4LongDesc,progression,perk Int,,,"Enough guzzolene to feed a compound, and more than one person could ever hope for. Gain +120% XP.",,,,,,,,,,,,,
perkHighOctaneExperienceRank5Desc,progression,perk Int,,,Guzzolene Fountain,,,,,,,,,,,,,
perkHighOctaneExperienceRank5LongDesc,progression,perk Int,,,"Gas! Petrol! Guzzolene! Listen! Hundreds... thousands of gallons... as much as you want... Gain +150% XP.",,,,,,,,,,,,,

trader_bob,POI,POIName,,x,Trader Servo Bob,,,,,,,,,,,,,
trader_hugh,POI,POIName,,x,Trader Servo Hugh,,,,,,,,,,,,,
trader_jen,POI,POIName,,x,Trader Servo Jen,,,,,,,,,,,,,
trader_joel,POI,POIName,,x,Trader Servo Joel,,,,,,,,,,,,,
trader_rekt,POI,POIName,,x,Trader Servo Rekt,,,,,,,,,,,,,
outbackroadies_TheCompound,POI,POIName,,x,The Compound,,,,,,,,,,,,,

apparelCoatLeatherDuster,items,Clothes,,,Roadies Duster,,,,,,,,,,,,,

modMeleeStunBatonRepulsor,item_modifiers,Mod,,,Stun Repulsor Mod,,,,,,,,,,,,,,
modMeleeStunBatonRepulsorDesc,item_modifiers,Mod,,,"Install this mod into a stun baton or steel spear, and send zombies flying on the charged hit.",,,,,,,,,,,,,,
modArmorRunningShoesHP,item_modifiers,mod,,,Speedy Running Shoes Mod,,,,,,,,,,,,,
modArmorRunningShoesHPDesc,item_modifiers,mod,,,"Wearing this mod in your armor footwear provides environmental protection and increases running speed by 10%.",,,,,,,,,,,,,
modArmorRunningShoesHPSchematic,item_modifiers,Mod,,,Speedy Running Shoes Mod Schematic,,,,,,,,,,,,,
modGunBowArrowGrip,item_modifiers,mod,,,Bow Grip Mod,,,,,,,,,,,,,
modGunBowArrowGripDesc,item_modifiers,mod,,,"Attaching this mod to a bow gives it greater force. Increases zombie damage by 10%.",,,,,,,,,,,,,
modGunBowArrowGripSchematic,item_modifiers,Mod,,,Bow Grip Mod Schematic,,,,,,,,,,,,,
modArcheryReloadSpeed,item_modifiers,mod,,,Archery Reload Mod,,,,,,,,,,,,,
modArcheryReloadSpeedDesc,item_modifiers,mod,,,"Attaching this mod to a bow or crossbow increases reload speed by 15%.",,,,,,,,,,,,,
modArcheryReloadSpeedSchematic,item_modifiers,Mod,,,Archery Reload Mod Schematic,,,,,,,,,,,,,
modWeaponMaintenance,item_modifiers,mod,,,Weapon Maintenance Mod,,,,,,,,,,,,,
modWeaponMaintenanceDesc,item_modifiers,mod,,,"The Weapon Maintenance Mod lowers degradation in weapons by 50% by reducing wear and tear.",,,,,,,,,,,,,
modWeaponMaintenanceSchematic,item_modifiers,Mod,,,Weapon Maintenance Mod Schematic,,,,,,,,,,,,,
modMeleeSpartanSledgeStamina,item_modifiers,mod,,,Spartan Sledge Stamina Mod,,Spartan Sledge Stamina Mod,,,,,,,,,,,
modMeleeSpartanSledgeStaminaDesc,item_modifiers,mod,,,"The Spartan Sledge Stamina Mod decreases stamina use for sledge weapons by 15%.",,,,,,,,,,,,,
modMeleeSpartanSledgeStaminaSchematic,item_modifiers,Mod,,,Spartan Sledge Stamina Mod Schematic,,,,,,,,,,,,,
modGunMagnumMagazineExtender,item_modifiers,mod,,,Magnum Reload Mod,,,,,,,,,,,,,
modGunMagnumMagazineExtenderDesc,item_modifiers,mod,,,"Did I fire eleven shots, or twelve? The Magnum Reload Mod allows the Magnum to shoot 12 shots before requiring a full reload.",,,,,,,,,,,,,
modGunMagnumMagazineExtenderSchematic,item_modifiers,Mod,,,Magnum Reload Mod Schematic,,,,,,,,,,,,,

resourceSeasonedWoodLogs,items,Item,,,Wood Logs (Seasoned),,,,,,,,,,,,,
resourceSeasonedWoodLogsDesc,items,Item,,,"Seasoned Wood Logs have a longer burn time than regular Wood Logs.",,,,,,,,,,,,,

foodWildWheat,items,Food,,,Wild Wheat,,,,,,,,,,,,,
foodWildWheatDesc,items,Food,,,"Wild Wheat can be ground down to make Wheat Flour and added to recipes.",,,,,,,,,,,,,
foodWheatFlour,items,Food,,,Wheat Flour,,,,,,,,,,,,,
foodWheatFlourDesc,items,Food,,,"Wild Flour can be added to recipes.",,,,,,,,,,,,,
foodSnagSanga,items,Food,,,Snag Sanga,,,,,,,,,,,,,
foodSnagSangaDesc,items,Food,,,"A Snag Sanga is best served slightly charred.",,,,,,,,,,,,,
foodWitchettyGrub,items,Food,,,Witchetty Grub,,,,,,,,,,,,,
foodWitchettyGrubDesc,items,Food,,,"The Witchetty Grub is the larval stage of a large cossid wood moth, but the name is used generically for many kinds of wood boring grub. Makes for good bush tucker, and can be eaten raw.",,,,,,,,,,,,,
foodWitchettyGrubSoupandSanga,items,Food,,,Witchetty Grub Soup and Sanga,,,,,,,,,,,,,
foodWitchettyGrubSoupandSangaDesc,items,Food,,,"Witchetty Grub Soup combined with a Snag Sanga is a Snag Sizzle delight.",,,,,,,,,,,,,
foodMeatPie,items,Food,,,Poco Meat Pie,,,,,,,,,,,,,
foodMeatPieDesc,items,Food,,,"It's full of good stuff inside there. Good enough to bathe in.",,,,,,,,,,,,,
foodPocoTucker,items,Food,,,Poco Tucker,,,,,,,,,,,,,
foodPocoTuckerDesc,items,Food,,,"Fine dining for Outback Roadies.",,,,,,,,,,,,,
foodZombimiteToast,items,Food,,,Zombimite on Toast,,,,,,,,,,,,,
foodZombimiteToastDesc,items,Food,,,"Zombimite tastes like Poco Straya. Harvest those zombies for rotten flesh.",,,,,,,,,,,,,

CaughtChick,items,Item,,,Caught Chick,,,,,,,,,,,,,
CaughtChickDesc,items,Item,,,"Use 2 Caught Chicks, with right mouse click, on an Empty Chicken Coop to populate and activate the next stage.",,,,,,,,,,,,,
birdnestEmpty,blocks,Block,,,Empty Bird Nest,,,,,,,,,,,,,
WoodCoopEmpty,blocks,Block,,,Coop - Tin,,,,,,,,,,,,,
WoodCoopEmptyDesc,blocks,Block,,,"Introduce 2 Caught Chicks to the Chicken Coop and over time they will grow and produce eggs, feathers, and fully grown harvestable chickens. You can find chicks in some nests and trees.",,,,,,,,,,,,,
WoodCoopChicks,blocks,Block,,,[66ff00]Growth Stage,,,,,,,,,,,,,
WoodCoopLaying,blocks,Block,,,[66ff00]Nesting Stage,,,,,,,,,,,,,
WoodCoopWithEggs,blocks,Block,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
ChickenCoopEmpty,blocks,Block,,,Coop - Fancy,,,,,,,,,,,,,
ChickenCoopChicks,blocks,Block,,,[66ff00]Growth Stage,,,,,,,,,,,,,
ChickenCoopLaying,blocks,Block,,,[66ff00]Nesting Stage,,,,,,,,,,,,,
ChickenCoopWithEggs,blocks,Block,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
TinCoopEmpty,blocks,Block,,,Coop - Wooden,,,,,,,,,,,,,
TinCoopChicks,blocks,Block,,,[66ff00]Growth Stage,,,,,,,,,,,,,
TinCoopLaying,blocks,Block,,,[66ff00]Nesting Stage,,,,,,,,,,,,,
TinCoopWithEggs,blocks,Block,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
HouseCoopEmpty,blocks,Block,,,Coop - House,,,,,,,,,,,,,
HouseCoopChicks,blocks,Block,,,[66ff00]Growth Stage,,,,,,,,,,,,,
HouseCoopLaying,blocks,Block,,,[66ff00]Nesting Stage,,,,,,,,,,,,,
HouseCoopWithEggs,blocks,Block,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
WoodCoopVariantHelper,blocks,Block,,,Chicken Coops,,,,,,,,,,,,,
GrownChicken,blocks,Block,,,Grown Domestic Chicken,,,,,,,,,,,,,
GrownChickenDesc,blocks,Block,,,"A grown domestic chicken can be placed and harvested for resources or canned.",,,,,,,,,,,,,
foodEggQuiche,items,Food,,,Quiche,,Quiche,,,,,,,,,,,
foodEggQuicheDesc,items,Food,,,"This quiche will keep you regular as clockwork.",,,,,,,,,,,,,
foodEggSandwich,items,Food,,,Egg Sandwich,,Ei-Sandwich,,,,,,,,,,,
foodEggSandwichDesc,items,Food,,,"The Queen of Hearts, she made some tarts, from chicken eggs, and zombie farts. She makes decent sandwiches too.",,,,,,,,,,,,,
foodChickenStew,items,Food,,,Chicken Stew,,,,,,,,,,,,,
foodChickenStewDesc,items,Food,,,"Chicken stew provides great sustenance and can put coop reared chickens to good use.",,,,,,,,,,,,,

QueenBee,items,Item,,,Queen Bee,,,,,,,,,,,,,
QueenBeeDesc,items,Item,,,"Use the Queen Bee with right mouse click on the Bee Hive to populate it and produce honey.",,,,,,,,,,,,,
SquareHiveEmpty,blocks,Block,,,Bee Hive - Square,,,,,,,,,,,,,
SquareHiveEmptyDesc,blocks,Block,,,"Introduce a Queen Bee to the Bee Hive and over time it will produce honey. A Queen Bee can be found in some trees.",,,,,,,,,,,,,
SquareBeeHiveQueen,blocks,Block,,,[66ff00]Bees are collecting Nectar,,,,,,,,,,,,,
SquareHiveWithHoney,blocks,Block,,,[66ff00]Honey is Ready to Collect,,,,,,,,,,,,,
BeeHiveEmpty,blocks,Block,,,Bee Hive - Roof,,,,,,,,,,,,,
BeeHiveEmptyDesc,blocks,Block,,,"Introduce a Queen Bee to the Bee Hive and over time it will produce honey. A Queen Bee can be found in some trees.",,,,,,,,,,,,,
BeeHiveQueen,blocks,Block,,,[66ff00]Bees are collecting Nectar,,,,,,,,,,,,,
BeeHiveWithHoney,blocks,Block,,,[66ff00]Honey is Ready to Collect,,,,,,,,,,,,,
WoodBeeHiveEmpty,blocks,Block,,,Bee Hive - Wood,,,,,,,,,,,,,
WoodBeeHiveEmptyDesc,blocks,Block,,,"Introduce a Queen Bee to the Bee Hive and over time it will produce honey. A Queen Bee can be found in some trees.",,,,,,,,,,,,,
WoodBeeHiveQueen,blocks,Block,,,[66ff00]Bees are collecting Nectar,,,,,,,,,,,,,
WoodBeeHiveWithHoney,blocks,Block,,,[66ff00]Honey is Ready to Collect,,,,,,,,,,,,,
BeeHiveVariantHelper,blocks,Block,,,Bee Hives,,,,,,,,,,,,,
foodHoneyComb,items,Item,,,Honey Comb,,,,,,,,,,,,,
foodHoneyCombDesc,items,Item,,,"Use the Honey Comb as a standalone snack or as part of a recipe. Provides healing properties. Cures 1% infection.",,,,,,,,,,,,,
foodHoneyBread,items,Food,,,Honey Bread,,,,,,,,,,,,,
foodHoneyBreadDesc,items,Food,,,"A tasty treat with healing properties. Cures 5% infection.",,,,,,,,,,,,,
foodHoneyPumpkinPie,items,Food,,,Honey Pumpkin Pie,,,,,,,,,,,,,
foodHoneyPumpkinPieDesc,items,Food,,,"A tasty treat with healing properties. Cures 5% infection.",,,,,,,,,,,,,
foodBlueberryBreadPudding,items,Food,,,Blueberry Bread Pudding,,,,,,,,,,,,,
foodBlueberryBreadPuddingDesc,items,Food,,,"A tasty treat with healing properties. Cures 5% infection.",,,,,,,,,,,,,
drinkHoneyBeer,items,Food,,,Honey Beer,,Honigbier,,,,,,,,,,,
drinkHoneyBeerDesc,items,Food,,,"Puts a spring in your step, power in your punch, and provides healing properties. Cures 5% infection.",,,,,,,,,,,,,

crushedCars01WhiteVariantHelper,blocks,Block,,,Crushed Car Defences,,,,,,,,,,,,,
resourceCementMixerConcreteBundle,items,Item,,,Stack of Concrete Mix (1000),,,,,,,,,,,,,
resourceCementMixerConcreteBundleDesc,items,Item,,,"This is a compact stack of concrete mix. 'Open' this item to open and unpack it. This stack of concrete uses 20% less resources than the same amount in single units.",,,,,,,,,,,,,
LogWallsVariantHelper,blocks,block,,,Large Wood Walls,,,,,,,,,,,,,
banditWallCorrugatedVariantHelper,blocks,Block,,,Bandit - Corrugated Wall,,,,,,,,,,,
banditPlatformVariantHelper,blocks,Block,,,Bandit - Ramps and Platforms,,,,,,,,,,,
chainLinkFencePOIVariantHelper,blocks,Block,,,Chain Link Fence,,,,,,,,,,,
barbedWireSpindleVariantHelper,blocks,Block,,,Barbed Wire Spindle,,,,,,,,,,,
chainlinkDoorGateVariantHelper,blocks,Block,,,Chain Link Doors,,,,,,,,,,,

meleeWpnClubT1CanCanBat,items,Melee,,,Can Can Bat,,,,,,,,,,,,,
meleeWpnClubT1CanCanBatDesc,items,Melee,,,"This Can Can Bat can do what a Can Can Bat can do. Cannot be crafted. Can only be found in loot, rewards, or the trader inventory.\n\nRepair with a Repair Kit.\nScrap to Wood.",,,,,,,,,,,,,
meleeWpnKnucklesT3SteelOakravenBristonKnuckles,items,Melee,,,Boomerang Bruisers,,,,,,,,,,,,,
meleeWpnKnucklesT3SteelOakravenBristonKnucklesDesc,items,Melee,,,"Bring some 'culture' into your life with Boomerang Bruisers (aka) Briston's Pistons. Their coloration and pattern come from a one in a kind hand crafting process using Damascus Steel from the legendary forger, Oakraven. Only be found in loot, rewards, or the trader inventory. These blades can also be useful for gutting animals.\n\nRepair with a Repair Kit.\nScrap to Steel Knuckles parts.",,,,,,,,,,,,,
ammoRocketFire,items,Ammo,,,Rocket Fire (Ammo),,,,,,,,,,,,,
ammoRocketFireDesc,items,Ammo,,,"A rocket fire used as rocket launcher ammunition can be crafted at a forge and workbench once you've gained the perk.",,,,,,,,,,,,,

AmmoPress,blocks,Workstation,,,Roadies Ammo Press,,,,,,,,,,,,,
AmmoPressDesc,blocks,Block,,,"The Roadies Ammo Press allows players to craft ammunition in a compact standalone device. Bulk ammo crafts in half the time of the Workbench.",,,,,,,,,,,,,
workstationsT3-2AP,progression,Attribute,,,Tier 2: Roadies Ammo Press,,,,,,,,,,,,,
lblCategoryAmmoPress,UI,Tooltip,,,Ammo,,Munition,Munición,Munitions,Munizioni,弾薬,탄약,Amunicja,Munição,Боеприпасы,Mühimmat,弹药
lblCategoryAmmoPressRegularAmmo,UI,Tooltip,,,Regular Ammo,,,,,,,,,,,,,
lblCategoryAmmoPressHPAmmo,UI,Tooltip,,,HP Ammo,,,,,,,,,,,,,
lblCategoryAmmoPressAPAmmo,UI,Tooltip,,,AP Ammo,,,,,,,,,,,,,

animalCassowary,entityclasses,Entity,,,Cassowary,,,,,,,,,,,,,
animalTassydevil,entityclasses,Entity,,,Tasmanian Devil,,,,,,,,,,,,,
animalPlatypus,entityclasses,Entity,,,Platypus
animalKoala,entityclasses,Entity,,,Koala,,,,,,,,,,,,,
animalFrillneck,entityclasses,Entity,,,Frilled-Neck Lizard,,,,,,,,,,,,,
animalKangaroo,entityclasses,Entity,,,Kangaroo,,,,,,,,,,,,,
animalMagpie,entityclasses,Entity,,,Magpie,,,,,,,,,,,,,

animalSpider01,entityclasses,Entity,,,Spider Sam,,,,,,,,,,,,,
animalSpider01Feral,entityclasses,Entity,,,Feral Spider Sam,,,,,,,,,,,,,
animalSpider01Radiated,entityclasses,Entity,,,Radiated Spider Sam,,,,,,,,,,,,,
animalSpider01Mini,entityclasses,Entity,,,Mini Spider Sam,,,,,,,,,,,,,
animalSpider01Queen,entityclasses,Entity,,,Queen Spider Sam,,,,,,,,,,,,,
animalSpider02,entityclasses,Entity,,,Spider Sally,,,,,,,,,,,,,
animalSpider02Feral,entityclasses,Entity,,,Feral Spider Sally,,,,,,,,,,,,,
animalSpider02Radiated,entityclasses,Entity,,,Radiated Spider Sally,,,,,,,,,,,,,
animalSpider02Mini,entityclasses,Entity,,,Mini Spider Sally,,,,,,,,,,,,,
animalSpider02Queen,entityclasses,Entity,,,Queen Spider Sally,,,,,,,,,,,,,
animalSpider03,entityclasses,Entity,,,Spider Sidney,,,,,,,,,,,,,
animalSpider03Feral,entityclasses,Entity,,,Feral Spider Sidney,,,,,,,,,,,,,
animalSpider03Radiated,entityclasses,Entity,,,Radiated Spider Sidney,,,,,,,,,,,,,
animalSpider03Mini,entityclasses,Entity,,,Mini Spider Sidney,,,,,,,,,,,,,
animalSpider03Queen,entityclasses,Entity,,,Queen Spider Sidney,,,,,,,,,,,,,

animalFlyingSpider01,entityclasses,Entity,,,Flying Spider Sam,,,,,,,,,,,,,
animalFlyingSpider02,entityclasses,Entity,,,Flying Spider Sally,,,,,,,,,,,,,
animalFlyingSpider03,entityclasses,Entity,,,Flying Spider Sidney,,,,,,,,,,,,,
animalBloodMoonSpider01,entityclasses,Entity,,,Blood Moon Spider Sam,,,,,,,,,,,,,
animalBloodMoonSpider02,entityclasses,Entity,,,Blood Moon Spider Sally,,,,,,,,,,,,,
animalBloodMoonSpider03,entityclasses,Entity,,,Blood Moon Spider Sidney,,,,,,,,,,,,,
animalBloodMoonSpider01Feral,entityclasses,Entity,,,Blood Moon Feral Spider Sam,,,,,,,,,,,,,
animalBloodMoonSpider02Feral,entityclasses,Entity,,,Blood Moon Feral Spider Sally,,,,,,,,,,,,,
animalBloodMoonSpider03Feral,entityclasses,Entity,,,Blood Moon Feral Spider Sidney,,,,,,,,,,,,,
animalBloodMoonSpider01Radiated,entityclasses,Entity,,,Blood Moon Radiated Spider Sam,,,,,,,,,,,,,
animalBloodMoonSpider02Radiated,entityclasses,Entity,,,Blood Moon Radiated Spider Sally,,,,,,,,,,,,,
animalBloodMoonSpider03Radiated,entityclasses,Entity,,,Blood Moon Radiated Spider Sidney,,,,,,,,,,,,,
animalBloodMoonSpider01Queen,entityclasses,Entity,,,Blood Moon Queen Spider Sam,,,,,,,,,,,,,
animalBloodMoonSpider02Queen,entityclasses,Entity,,,Blood Moon Queen Spider Sally,,,,,,,,,,,,,
animalBloodMoonSpider03Queen,entityclasses,Entity,,,Blood Moon Queen Spider Sidney,,,,,,,,,,,,,
animalBloodMoonFlyingSpider01Queen,entityclasses,Entity,,,Blood Moon Flying Queen Spider Sam,,,,,,,,,,,,,
animalBloodMoonFlyingSpider02Queen,entityclasses,Entity,,,Blood Moon Flying Queen Spider Sally,,,,,,,,,,,,,
animalBloodMoonFlyingSpider03Queen,entityclasses,Entity,,,Blood Moon Flying Queen Spider Sidney,,,,,,,,,,,,,
